日期,10年好地区一般债收益率,地方债收益率数据来源,10年国债活跃券收益率,1年国股行NCD利率,10年好地区一般债-10年国债活跃券利差,10年好地区一般债-1年国股行NCD利差,利率数据来源,说明
2024-09-20,2.1452,10Y一般债好老券,2.0431,1.94,10.210000000000008,20.520000000000003,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-09-23,2.1434,10Y一般债好老券,2.0381,1.94,10.530000000000017,20.340000000000025,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-09-24,2.1553,10Y一般债好老券,2.0728,1.905,8.250000000000002,25.029999999999998,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-09-25,2.1491,10Y一般债好老券,2.0437,1.865,10.539999999999994,28.40999999999998,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-09-26,2.1678,10Y一般债好老券,2.0787,1.865,8.910000000000018,30.28000000000002,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-09-27,2.2499,10Y一般债好老券,2.1714,1.91,7.849999999999957,33.98999999999999,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-09-29,2.3352,10Y一般债好老券,2.2534,1.955,8.179999999999987,38.01999999999999,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-09-30,2.3072,10Y一般债好老券,2.1518,1.91,15.539999999999976,39.72,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-10-08,2.3026,10Y一般债好老券,2.1928,1.955,10.97999999999999,34.75999999999999,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-10-09,2.2931,10Y一般债好老券,2.176,2.005,11.709999999999976,28.810000000000002,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-10-10,2.2591,10Y一般债好老券,2.1441,1.965,11.500000000000021,29.410000000000004,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-10-11,2.2365,10Y一般债好老券,2.1392,1.93,9.729999999999972,30.65,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-10-12,2.2361,10Y一般债好老券,2.1441,1.935,9.200000000000008,30.109999999999992,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-10-14,2.2328,10Y一般债好老券,2.1368,1.93,9.600000000000009,30.28000000000002,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-10-15,2.2312,10Y一般债好老券,2.1254,1.9375,10.57999999999999,29.369999999999983,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-10-16,2.2242,10Y一般债好老券,2.1331,1.94,9.109999999999996,28.420000000000023,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-10-17,2.2116,10Y一般债好老券,2.1084,1.9375,10.319999999999974,27.40999999999998,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-10-18,2.2196,10Y一般债好老券,2.1209,1.9325,9.870000000000001,28.70999999999997,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-10-21,2.2241,10Y一般债好老券,2.1211,1.94,10.299999999999976,28.410000000000004,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-10-22,2.2364,10Y一般债好老券,2.1458,1.955,9.060000000000024,28.140000000000008,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-10-23,2.2643,10Y一般债好老券,2.1559,1.965,10.840000000000005,29.92999999999999,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-10-24,2.2614,10Y一般债好老券,2.1661,1.955,9.529999999999994,30.64,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-10-25,2.2665,10Y一般债好老券,2.1539,1.95,11.260000000000003,31.650000000000023,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-10-28,2.2726,10Y一般债好老券,2.1617,1.94,11.09,33.26000000000002,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-10-29,2.2696,10Y一般债好老券,2.1598,1.945,10.97999999999999,32.46,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-10-30,2.2706,10Y一般债好老券,2.1597,1.94,11.09,33.06,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-10-31,2.2681,10Y一般债好老券,2.1476,1.9275,12.049999999999983,34.06,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-11-01,2.256,10Y一般债好老券,2.1406,1.895,11.539999999999973,36.09999999999998,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-11-04,2.2592,10Y一般债好老券,2.1275,1.895,13.169999999999993,36.41999999999999,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-11-05,2.2613,10Y一般债好老券,2.1106,1.895,15.070000000000006,36.62999999999998,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-11-06,2.25,10Y一般债好老券,2.1234,1.895,12.659999999999982,35.5,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-11-07,2.2423,10Y一般债好老券,2.1115,1.86,13.080000000000025,38.23000000000001,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-11-08,2.2393,10Y一般债好老券,2.1067,1.8525,13.260000000000005,38.68000000000001,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-11-11,2.2343,10Y一般债好老券,2.092,1.875,14.23000000000001,35.93000000000002,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-11-12,2.2261,10Y一般债好老券,2.0729,1.8581,15.32,36.80000000000001,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-11-13,2.2277,10Y一般债好老券,2.0876,1.865,14.00999999999999,36.27,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-11-14,2.2325,10Y一般债好老券,2.0808,1.865,15.169999999999995,36.74999999999999,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-11-15,2.2347,10Y一般债好老券,2.0948,1.8575,13.989999999999991,37.72000000000002,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-11-18,2.2461,10Y一般债好老券,2.1117,1.8688,13.44000000000003,37.73000000000002,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-11-19,2.2436,10Y一般债好老券,2.0947,1.87,14.889999999999981,37.35999999999997,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-11-20,2.2445,10Y一般债好老券,2.1025,1.875,14.19999999999999,36.949999999999996,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-11-21,2.233,10Y一般债好老券,2.0843,1.875,14.870000000000028,35.80000000000001,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-11-22,2.2206,10Y一般债好老券,2.0832,1.87,13.739999999999997,35.06,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-11-25,2.2056,10Y一般债好老券,2.0682,1.8625,13.739999999999997,34.309999999999995,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-11-26,2.2008,10Y一般债好老券,2.0657,1.86,13.51,34.08,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-11-27,2.1822,10Y一般债好老券,2.0553,1.8525,12.690000000000001,32.969999999999985,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-11-28,2.1667,10Y一般债好老券,2.0304,1.8425,13.629999999999987,32.42,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-11-29,2.1451,10Y一般债好老券,2.0206,1.795,12.449999999999983,35.009999999999984,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-12-02,2.1013,10Y一般债好老券,1.981,1.705,12.030000000000008,39.63000000000001,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-12-03,2.095,10Y一般债好老券,1.9886,1.7275,10.640000000000027,36.750000000000014,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-12-04,2.0715,10Y一般债好老券,1.9612,1.72,11.029999999999983,35.14999999999999,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-12-05,2.0633,10Y一般债好老券,1.9462,1.7325,11.709999999999997,33.08,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-12-06,2.0606,10Y一般债好老券,1.9539,1.745,10.670000000000002,31.559999999999988,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-12-09,2.0502,10Y一般债好老券,1.9168,1.7525,13.339999999999975,29.769999999999985,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-12-10,1.9798,10Y一般债好老券,1.8468,1.705,13.3,27.479999999999993,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-12-11,1.9699,10Y一般债好老券,1.8218,1.705,14.80999999999999,26.48999999999999,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-12-12,1.947,10Y一般债好老券,1.8172,1.69,12.980000000000015,25.70000000000001,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2024-12-13,1.9045,10Y一般债好老券,1.7771,1.64,12.740000000000018,26.450000000000017,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
